hh,campaign_id,status,budget,spent,impressions,clicks,views,checkout,purchase,rev
02,120244349823030686,ACTIVE,100,8.780000000000001,164,2,5,0,0,0
02,120247392329370509,ACTIVE,200,8.75,312,5,4,0,0,0
02,120245800978960674,ACTIVE,300,8.74,223,7,11,1,1,29.98
02,120248384078440455,ACTIVE,134,8.73,285,5,4,0,0,0
02,120248681019100152,ACTIVE,166,8.729999999999999,390,6,6,0,0,0
02,120246526261990752,ACTIVE,73,8.71,240,5,4,1,0,0
02,120245823919130320,ACTIVE,360,8.670000000000002,383,14,14,1,1,34.07
02,120247849750130663,ACTIVE,401,8.66,149,7,10,0,0,0
02,120247040711430629,ACTIVE,100,8.61,144,5,6,0,0,0
02,120243753190540054,ACTIVE,811,8.61,338,10,9,2,1,31.980000000000004
02,120248622152780695,ACTIVE,188,8.55,248,2,3,1,0,0
02,120252136292710054,ACTIVE,100,8.53,186,3,3,0,0,0
02,120244017128390686,ACTIVE,100,8.53,174,6,8,2,0,0
02,120248490880340455,ACTIVE,134,8.52,229,2,2,1,0,0
02,120246526262050752,ACTIVE,73,8.5,231,6,6,1,0,0
02,120249498266450589,ACTIVE,100,8.48,146,4,5,1,1,29.98
02,120244034916020436,ACTIVE,155,8.469999999999999,252,4,5,1,1,41.98
02,120248490741000152,ACTIVE,200,8.45,285,6,4,0,0,0
02,120244428953840686,ACTIVE,100,8.44,187,4,5,0,0,0
02,120247467570380455,ACTIVE,191,8.41,227,6,9,2,0,0
02,120248275852660561,ACTIVE,360,8.41,357,12,12,0,0,0
02,120242301213710065,ACTIVE,370,8.389999999999999,306,6,7,1,0,0
02,120247391144430509,ACTIVE,200,8.379999999999999,349,9,11,0,0,0
02,120249283732990100,ACTIVE,140,8.370000000000001,220,2,6,0,0,0
02,120246946458510629,ACTIVE,170,8.370000000000001,179,5,6,0,0,0
02,120248592991440389,ACTIVE,80,8.31,298,9,11,0,0,0
02,120246624479910241,ACTIVE,129,8.3,414,5,6,1,0,0
02,120245201694450686,ACTIVE,100,8.24,162,4,5,1,0,0
02,120247058049910303,PAUSED,120,8.24,97,2,1,0,0,0
02,120251979298110210,ACTIVE,50,8.17,99,4,4,1,0,0
02,120244823852370686,ACTIVE,100,8.14,115,2,2,0,0,0
02,120252090439270054,ACTIVE,100,8.129999999999999,149,5,6,1,0,0
02,120246624479580241,ACTIVE,129,8.11,433,7,9,1,0,0
02,120247193573040509,ACTIVE,200,8.030000000000001,279,2,3,0,0,0
02,120247322669120509,ACTIVE,200,8.01,293,8,7,0,0,0
02,120249974735370653,ACTIVE,80,7.970000000000001,123,3,3,1,0,0
02,120242746886630788,ACTIVE,200,7.96,139,5,6,1,1,65.95
02,120248248634970455,ACTIVE,100,7.93,93,4,6,0,0,0
02,120251430724110404,ACTIVE,90,7.9,109,1,0,0,0,0
02,120250333835580577,ACTIVE,100,7.880000000000001,179,5,5,1,0,0
02,120245284137880686,ACTIVE,500,7.87,142,2,4,1,0,0
02,120248204610010425,ACTIVE,190,7.800000000000001,249,4,4,2,0,0
02,120247624149520509,ACTIVE,102,7.74,254,3,4,0,0,0
02,120248466107650695,ACTIVE,112,7.680000000000001,175,1,1,0,0,0
02,120251977585510210,ACTIVE,111,7.66,164,2,4,0,0,0
02,120244486414960436,ACTIVE,100,7.659999999999999,268,11,11,0,1,129.45999999999998
02,120246862640090069,ACTIVE,140,7.55,161,3,3,0,0,0
02,120248443467340561,ACTIVE,87,7.529999999999999,163,7,6,2,2,49.959999999999994
02,120245736523970177,ACTIVE,100,7.460000000000001,152,2,2,1,1,29.979999999999997
02,120248645284270152,ACTIVE,200,7.44,375,5,5,1,0,0
02,120245990795590533,ACTIVE,100,7.4399999999999995,283,4,2,0,0,0
02,120244906297410788,ACTIVE,50,7.359999999999999,66,3,2,1,1,65.95
02,120246330272670320,ACTIVE,109,7.34,179,3,2,0,0,0
02,120249564842700589,ACTIVE,98,7.34,130,1,1,0,0,0
02,120247073165120090,ACTIVE,255,7.34,153,2,4,1,0,0
02,120243844678990129,ACTIVE,120,7.3100000000000005,281,8,11,0,0,0
02,120245847712420650,ACTIVE,100,7.3100000000000005,123,6,5,0,0,0
02,120248459419470469,ACTIVE,100,7.3100000000000005,201,5,5,0,0,0
02,120247389356380455,ACTIVE,100,7.3,135,6,5,0,0,0
02,120248823290310722,ACTIVE,80,7.280000000000001,119,6,8,0,0,0
02,120248288633070389,ACTIVE,140,7.250000000000001,197,4,7,0,0,0
02,120246508713630320,ACTIVE,109,7.1899999999999995,286,2,3,0,0,0
02,120247438960760043,ACTIVE,320,7.15,104,7,6,1,1,25.98
02,120249433591590100,ACTIVE,300,7.14,206,3,6,0,0,0
02,120249412510530100,ACTIVE,135,7.13,243,9,9,2,0,0
02,120249975165650653,ACTIVE,80,7.119999999999999,141,3,3,0,0,0
02,120243466971930678,ACTIVE,100,7.109999999999999,86,3,3,1,1,39.98
02,120246579308100453,ACTIVE,100,7.010000000000001,85,2,3,0,0,0
02,120246399807540674,ACTIVE,80,6.98,220,3,3,0,0,0
02,120245738102920780,ACTIVE,80,6.9399999999999995,152,3,4,1,1,42.97
02,120245283264760677,ACTIVE,115,6.92,333,7,7,3,2,140.04
02,120249347498540100,ACTIVE,136,6.909999999999999,206,4,4,0,0,0
02,120247617708310090,PAUSED,80,6.87,41,0,0,0,0,0
02,120246697447920610,ACTIVE,80,6.86,78,5,4,2,0,0
02,120248415697400455,ACTIVE,125,6.859999999999999,191,4,4,0,0,0
02,120244374958140146,ACTIVE,100,6.84,183,5,5,1,0,0
02,120247645229990642,ACTIVE,100,6.82,109,4,2,1,0,0
02,120247534964830642,ACTIVE,100,6.819999999999999,110,1,2,0,0,0
02,120247312197200090,ACTIVE,100,6.75,140,7,5,0,0,0
02,120244967217480436,ACTIVE,100,6.67,223,5,4,0,0,0
02,120245044044870686,ACTIVE,100,6.63,117,2,3,2,0,0
02,120251147479130709,ACTIVE,100,6.59,183,3,4,0,0,0
02,120245833631150707,ACTIVE,450,6.58,177,4,5,0,0,0
02,120248536188000100,ACTIVE,500,6.550000000000001,169,3,5,0,0,0
02,120245823079650320,ACTIVE,100,6.55,140,0,0,0,0,0
02,120246599961620214,ACTIVE,160,6.529999999999999,198,5,6,0,0,0
02,120248737641910722,ACTIVE,68,6.51,109,2,2,1,1,22.979999999999997
02,120249316661270663,ACTIVE,100,6.46,108,2,2,0,0,0
02,120248386305620455,ACTIVE,100,6.45,124,1,1,0,0,0
02,120248889583930116,ACTIVE,101,6.449999999999999,114,3,4,0,0,0
02,120246465900910677,ACTIVE,100,6.430000000000001,121,5,6,0,0,0
02,120248025748300126,ACTIVE,100,6.4,217,1,1,0,0,0
02,120246178825710752,ACTIVE,100,6.35,92,2,2,0,0,0
02,120242847129030686,ACTIVE,100,6.33,136,2,3,0,0,0
02,120244802271840788,ACTIVE,200,6.32,131,2,3,0,0,0
02,120247059710630214,ACTIVE,120,6.3100000000000005,89,1,2,0,0,0
02,120247623540580509,ACTIVE,104,6.3100000000000005,187,4,6,1,0,0
02,120245119189080630,ACTIVE,165,6.3,196,5,4,1,0,0
02,120246570408620477,ACTIVE,100,6.29,72,4,3,1,0,0
02,120248072969230389,ACTIVE,136,6.289999999999999,234,3,4,0,0,0
02,120247624135200509,ACTIVE,102,6.27,217,1,2,0,0,0
02,120245880144290630,ACTIVE,80,6.27,188,8,6,1,1,29.979999999999997
02,120246710213420090,ACTIVE,225,6.26,150,3,2,0,0,0
02,120247617292450090,ACTIVE,60,6.26,66,1,3,0,0,0
02,120250413795050709,ACTIVE,700,6.24,145,3,5,0,0,0
02,120244428953860686,ACTIVE,100,6.23,124,1,1,0,0,0
02,120247547590960642,ACTIVE,320,6.21,147,6,5,0,0,0
02,120250558406210368,ACTIVE,86,6.2,242,1,2,0,0,0
02,120246410881630707,ACTIVE,82,6.199999999999999,137,2,1,0,0,0
02,120244824816070686,ACTIVE,500,6.12,101,2,2,0,0,0
02,120241972248380630,ACTIVE,118,6.08,196,4,7,0,0,0
02,120244418309490436,ACTIVE,100,6.07,279,5,6,0,0,0
02,120249105110140210,ACTIVE,132,6.03,123,3,4,0,0,0
02,120248384078410455,ACTIVE,134,6,159,4,4,0,0,0
02,120245685799910707,ACTIVE,100,5.99,110,8,7,3,0,0
02,120247942948440065,ACTIVE,93,5.98,148,4,6,0,0,0
02,120246104095060650,ACTIVE,126,5.98,69,4,4,0,0,0
02,120248416194170455,ACTIVE,133,5.98,137,1,1,0,0,0
02,120246631635420097,ACTIVE,80,5.97,154,3,5,0,0,0
02,23857731004200794,ACTIVE,100,5.95,62,0,0,0,0,0
02,120244374958390146,ACTIVE,100,5.94,198,2,2,0,0,0
02,120251979136820210,ACTIVE,50,5.93,74,0,0,0,0,0
02,120245861174350177,ACTIVE,100,5.92,124,5,5,0,0,0
02,120247954410960425,ACTIVE,100,5.92,96,2,2,0,0,0
02,120248772494200152,ACTIVE,95,5.9,199,3,3,0,0,0
02,120243772698880146,ACTIVE,100,5.9,217,8,10,1,0,0
02,120244164847370788,ACTIVE,85,5.81,120,4,4,0,0,0
02,120251147479060709,ACTIVE,100,5.75,146,4,3,0,0,0
02,120242884733810358,ACTIVE,100,5.71,91,5,5,1,0,0
02,23857731004250794,ACTIVE,100,5.67,73,1,1,0,0,0
02,120254529951780197,ACTIVE,80,5.66,126,2,3,1,1,66.22
02,120247971255740065,ACTIVE,200,5.65,155,2,2,1,1,63.91
02,120248443467260561,ACTIVE,87,5.550000000000001,150,3,3,0,0,0
02,120247059696240214,ACTIVE,120,5.51,165,5,6,1,1,24.97
02,120247508005810509,ACTIVE,100,5.5,136,1,1,0,0,0
02,120244486325980436,ACTIVE,100,5.49,236,7,10,0,0,0
02,120245899907660065,ACTIVE,115,5.470000000000001,94,4,6,0,0,0
02,120248321721850561,ACTIVE,150,5.460000000000001,181,3,4,0,0,0
02,120243144633320146,ACTIVE,100,5.46,138,7,7,1,0,0
02,120244824582450436,ACTIVE,100,5.45,185,4,4,0,0,0
02,120247617708360090,ACTIVE,80,5.45,86,2,3,1,0,0
02,120248359442970589,ACTIVE,200,5.43,126,4,3,1,0,0
02,120246870229730642,ACTIVE,100,5.41,130,1,0,0,0,0
02,120247617392160090,PAUSED,60,5.39,42,1,0,0,0,0
02,120246468260540320,ACTIVE,109,5.369999999999999,177,7,7,0,0,0
02,120248502435680168,ACTIVE,90,5.36,149,2,2,0,0,0
02,120245490989600133,ACTIVE,100,5.34,63,2,3,0,0,0
02,120245514271720065,ACTIVE,115,5.319999999999999,110,1,3,0,0,0
02,120245380137820707,ACTIVE,320,5.31,133,4,3,0,0,0
02,120249985748090577,ACTIVE,101,5.29,130,4,7,0,0,0
02,120246586669350241,ACTIVE,200,5.29,241,1,3,0,0,0
02,120245339156780686,ACTIVE,80,5.289999999999999,67,1,1,1,0,0
02,120251168871300404,ACTIVE,90,5.17,110,1,1,0,0,0
02,120245241360310455,ACTIVE,100,5.15,228,5,6,0,0,0
02,120247199911460090,ACTIVE,100,5.15,135,1,0,0,0,0
02,120245706333590025,ACTIVE,140,5.140000000000001,94,2,3,0,0,0
02,120243142609020146,ACTIVE,500,5.12,91,4,3,0,0,0
02,120247868045210695,ACTIVE,300,5.08,189,5,5,1,1,37.98
02,120248137514550561,ACTIVE,100,5.0600000000000005,201,5,5,1,1,57.96
02,120244793522550320,ACTIVE,120,5.06,204,6,4,0,0,0
02,120244164741820146,ACTIVE,100,5.02,119,7,7,0,0,0
02,120245602350460032,ACTIVE,100,4.99,152,5,5,0,0,0
02,120240901145360175,ACTIVE,325,4.96,197,3,4,0,0,0
02,120248288633270389,ACTIVE,100,4.930000000000001,187,3,7,0,0,0
02,120245832907210630,ACTIVE,80,4.93,114,6,6,2,1,24.98
02,120248573692120695,ACTIVE,120,4.93,114,1,1,0,0,0
02,120246731736950097,ACTIVE,80,4.93,133,3,3,1,0,0
02,120246191098590320,ACTIVE,400,4.9,173,5,10,0,0,0
02,120241067387190788,ACTIVE,85,4.880000000000001,91,1,1,0,0,0
02,120245045578670686,ACTIVE,80,4.880000000000001,151,2,2,1,0,0
02,120249286682560368,ACTIVE,300,4.88,114,1,2,0,0,0
02,120246257869250707,ACTIVE,126,4.88,108,5,5,0,0,0
02,120235701428420210,ACTIVE,200,4.88,129,4,7,2,0,0
02,120249088233310651,ACTIVE,150,4.88,137,4,5,0,0,0
02,120248557488550695,ACTIVE,150,4.859999999999999,186,3,4,0,0,0
02,120245514271740065,ACTIVE,115,4.859999999999999,92,3,4,1,1,29.98
02,120257919054520586,ACTIVE,30,4.85,86,2,2,0,0,0
02,120249824676430057,ACTIVE,100,4.85,21,0,1,0,0,0
02,120251769553160054,ACTIVE,73,4.83,83,0,1,0,0,0
02,120249013372050100,ACTIVE,100,4.82,122,7,7,0,0,0
02,120244906297460788,ACTIVE,50,4.8100000000000005,76,1,2,0,0,0
02,120246791358470097,ACTIVE,80,4.78,138,1,2,0,0,0
02,120249711938850319,ACTIVE,100,4.7700000000000005,147,1,3,0,0,0
02,120244761582650436,ACTIVE,100,4.76,162,3,4,1,0,0
02,120247974813980642,ACTIVE,100,4.76,168,1,2,0,0,0
02,120248574839550695,ACTIVE,250,4.75,145,6,6,0,0,0
02,120257559013710586,ACTIVE,100,4.74,123,0,0,0,0,0
02,120247324556450065,ACTIVE,100,4.6899999999999995,70,1,1,0,0,0
02,120246792247710097,ACTIVE,80,4.6899999999999995,199,4,4,0,0,0
02,120245250322490642,ACTIVE,650,4.61,114,0,1,0,0,0
02,120248082904020663,ACTIVE,250,4.6000000000000005,71,1,2,0,0,0
02,120243458344240129,ACTIVE,100,4.59,165,2,3,1,0,0
02,120235701428400210,ACTIVE,200,4.55,112,3,4,0,0,0
02,120244895884300678,ACTIVE,104,4.54,35,2,2,0,0,0
02,120246242129020477,ACTIVE,100,4.48,65,1,2,0,0,0
02,120246299672700751,ACTIVE,300,4.45,148,1,1,0,0,0
02,120243951377020125,ACTIVE,150,4.4399999999999995,89,3,3,0,0,0
02,120248737641880722,ACTIVE,80,4.4,67,2,2,0,0,0
02,120242700474080358,ACTIVE,100,4.359999999999999,63,2,2,0,0,0
02,120245063703470133,ACTIVE,180,4.26,102,4,2,0,0,0
02,120248726537670152,ACTIVE,99,4.2299999999999995,149,3,4,1,0,0
02,120241671273870455,ACTIVE,100,4.220000000000001,69,0,0,0,0,0
02,120248229485400425,ACTIVE,600,4.21,188,1,1,0,0,0
02,120246270264070320,ACTIVE,200,4.15,131,2,3,0,0,0
02,120251423291230404,ACTIVE,50,4.14,66,3,3,0,0,0
02,120242301213170065,ACTIVE,300,4.1000000000000005,144,2,5,2,0,0
02,120243593808880146,ACTIVE,300,4.08,79,4,2,1,1,106.71000000000001
02,120246819645500629,ACTIVE,100,4.08,131,5,5,0,0,0
02,120244761515050455,ACTIVE,135,4.06,98,2,3,0,0,0
02,120245031811820436,ACTIVE,116,4.050000000000001,149,5,5,0,0,0
02,120244895884170678,ACTIVE,104,4.05,29,0,0,0,0,0
02,120248040060750126,ACTIVE,80,4,155,5,5,0,0,0
02,120249975165620653,ACTIVE,80,3.99,83,1,2,0,0,0
02,120247114934220455,ACTIVE,120,3.99,65,1,0,0,0,0
02,120257359768220586,ACTIVE,100,3.9699999999999998,92,2,2,0,0,0
02,120244480112510436,ACTIVE,100,3.94,125,1,1,0,0,0
02,120248151239370425,ACTIVE,200,3.9099999999999997,91,1,2,0,0,0
02,120246643142900065,ACTIVE,100,3.9,96,2,2,1,0,0
02,120246792894660097,ACTIVE,80,3.8600000000000003,113,4,3,0,0,0
02,120249568875230589,ACTIVE,100,3.86,30,1,0,0,0,0
02,120257647437950586,ACTIVE,100,3.8599999999999994,77,1,2,0,0,0
02,120246381767620032,ACTIVE,200,3.84,83,5,6,2,1,22.979999999999997
02,120249711938840319,ACTIVE,100,3.8200000000000003,81,0,0,0,0,0
02,120247114547280509,ACTIVE,85,3.81,127,9,6,1,0,0
02,120246369904900032,ACTIVE,200,3.8000000000000003,99,5,7,0,0,0
02,120245899907890065,ACTIVE,115,3.8,70,3,1,0,0,0
02,120257843052780586,ACTIVE,30,3.7800000000000002,96,1,2,0,0,0
02,120247026467610090,ACTIVE,100,3.78,70,0,4,0,0,0
02,120249300729750589,ACTIVE,100,3.76,62,2,2,1,1,101.24000000000001
02,120249412510510100,ACTIVE,100,3.74,76,4,4,1,0,0
02,120248337634670425,ACTIVE,150,3.7199999999999998,74,6,4,2,1,69.67
02,120243929504820146,ACTIVE,100,3.7199999999999998,123,2,4,0,0,0
02,120246382556450462,ACTIVE,100,3.7,66,2,2,1,1,94.97
02,120247220172900175,ACTIVE,87,3.6399999999999997,104,0,1,0,0,0
02,120246299721480751,ACTIVE,325,3.6300000000000003,38,1,2,0,0,0
02,120251423402290404,ACTIVE,50,3.63,55,0,0,0,0,0
02,120250558361040368,ACTIVE,50,3.62,102,3,3,0,0,0
02,120257843668740586,ACTIVE,100,3.56,115,2,1,0,0,0
02,120249120674110404,ACTIVE,300,3.56,106,5,6,0,0,0
02,120245923045620168,ACTIVE,100,3.54,88,2,2,1,1,37.980000000000004
02,120248050137610065,ACTIVE,100,3.53,93,2,2,1,0,0
02,120247568013690509,ACTIVE,100,3.51,135,5,5,0,0,0
02,120244761869100436,ACTIVE,100,3.5,166,1,1,0,0,0
02,120245124561510686,ACTIVE,80,3.5,64,1,1,0,0,0
02,23857648861310794,PAUSED,100,3.4699999999999998,32,2,2,0,0,0
02,120247501239270509,ACTIVE,500,3.4699999999999998,165,4,4,0,0,0
02,120249360920670725,ACTIVE,200,3.46,49,1,1,0,1,28.98
02,120248321751560561,PAUSED,150,3.42,78,2,2,0,0,0
02,120244302651980146,ACTIVE,100,3.42,75,5,4,0,0,0
02,120244837091010678,ACTIVE,104,3.38,84,3,3,0,0,0
02,120247505683040509,ACTIVE,80,3.38,50,0,1,0,0,0
02,120246415849650214,ACTIVE,120,3.38,54,1,1,0,0,0
02,120244076954630146,ACTIVE,100,3.38,83,2,3,1,1,75.22
02,120248783564790229,ACTIVE,64,3.37,66,0,0,0,0,0
02,23857648813880794,PAUSED,100,3.3600000000000003,27,1,1,0,0,0
02,23857649007390794,PAUSED,100,3.3499999999999996,16,0,0,0,0,0
02,120251063106910166,ACTIVE,50,3.32,110,1,2,0,0,0
02,120245286173130686,ACTIVE,80,3.3099999999999996,48,0,0,0,0,0
02,23857604274220799,ACTIVE,80,3.3,30,0,0,0,0,0
02,120250086384210057,ACTIVE,100,3.2600000000000002,41,8,7,0,0,0
02,120245284052330686,ACTIVE,80,3.25,92,2,4,0,0,0
02,120251423291250404,ACTIVE,50,3.25,68,1,1,0,0,0
02,120251239771420586,ACTIVE,138,3.2399999999999998,79,2,2,0,0,0
02,120245404387150125,ACTIVE,80,3.23,70,5,5,0,0,0
02,120246024108390751,ACTIVE,500,3.21,99,1,2,0,0,0
02,120248085583660127,ACTIVE,100,3.2,33,0,0,0,0,0
02,120244270293390320,ACTIVE,120,3.18,106,4,5,0,0,0
02,120246437959560241,ACTIVE,180,3.16,159,1,1,0,0,0
02,120246850329040065,ACTIVE,100,3.1500000000000004,35,2,2,0,0,0
02,120251979360490210,ACTIVE,50,3.1399999999999997,87,2,2,0,0,0
02,120247952380210544,ACTIVE,90,3.13,78,0,0,0,0,0
02,120249073253070116,ACTIVE,100,3.12,72,4,3,1,1,41.72
02,120244153272430146,ACTIVE,100,3.12,47,0,0,0,0,0
02,120246583070910674,ACTIVE,100,3.11,87,0,2,0,0,0
02,120250447770590013,ACTIVE,80,3.1,27,4,4,1,1,67.67
02,120244008702660129,ACTIVE,100,3.08,99,2,2,0,0,0
02,120244234919350146,ACTIVE,500,3.08,123,2,3,0,0,0
02,120248455212740455,ACTIVE,123,3.08,63,2,1,0,0,0
02,120245608347680133,ACTIVE,260,3.08,70,2,4,1,0,0
02,23857604274280799,ACTIVE,80,3.0700000000000003,29,1,1,0,0,0
02,120247558121560065,ACTIVE,100,3.0599999999999996,47,0,2,1,0,0
02,120246471244780065,ACTIVE,135,3.05,84,2,3,1,1,67.9
02,120248091199310642,ACTIVE,100,3.02,76,1,2,0,0,0
02,120245750558170707,ACTIVE,100,3.01,80,4,4,0,0,0
02,120251150600140210,ACTIVE,82,3.01,48,1,1,0,0,0
02,120246697447950610,ACTIVE,80,3,44,2,4,0,0,0
02,120249550517720100,ACTIVE,92,3,45,0,0,0,0,0
02,120247767157610303,ACTIVE,68,2.97,60,6,7,0,0,0
02,120255653285300586,ACTIVE,100,2.96,37,5,2,1,0,0
02,120246309078080032,ACTIVE,200,2.96,97,2,3,0,0,0
02,120257759476400586,ACTIVE,30,2.96,69,0,0,0,0,0
02,120243844958690129,ACTIVE,100,2.95,69,2,2,0,0,0
02,120247000863930069,ACTIVE,100,2.95,50,0,1,0,0,0
02,120251423402300404,ACTIVE,50,2.9400000000000004,49,1,1,0,0,0
02,6973002165426,ACTIVE,50,2.92,59,0,0,0,0,0
02,120251182287020427,ACTIVE,129,2.9,81,2,2,0,0,0
02,120247568068640509,ACTIVE,100,2.8600000000000003,140,2,1,0,0,0
02,120250790045220586,ACTIVE,150,2.83,109,2,2,1,1,28.98
02,120247506187690509,ACTIVE,103,2.82,123,0,2,0,0,0
02,120257919054460586,ACTIVE,30,2.81,86,2,2,0,0,0
02,120246330272120320,ACTIVE,100,2.8000000000000003,85,4,5,0,0,0
02,120249115230940100,ACTIVE,100,2.7600000000000002,63,4,3,0,0,0
02,120248783564770229,ACTIVE,152,2.76,62,1,5,0,0,0
02,120246040085600751,ACTIVE,600,2.75,84,3,7,1,0,0
02,120244242496990780,ACTIVE,100,2.73,69,2,1,0,0,0
02,120244156901670146,ACTIVE,100,2.7199999999999998,127,7,9,2,0,0
02,120251292838090427,ACTIVE,100,2.67,95,1,2,0,0,0
02,120248955262440283,ACTIVE,100,2.65,57,1,1,0,0,0
02,120248764599250589,ACTIVE,100,2.65,49,1,1,1,0,0
02,120244008701890129,ACTIVE,100,2.64,63,0,0,0,0,0
02,120245848127430707,ACTIVE,300,2.59,79,2,2,0,0,0
02,120245049415260032,ACTIVE,200,2.57,91,5,4,0,0,0
02,120248808316220695,ACTIVE,100,2.56,73,3,4,0,0,0
02,120249834678870247,ACTIVE,100,2.56,91,2,1,0,0,0
02,120247311646990509,ACTIVE,100,2.56,110,3,3,1,0,0
02,120244431777030751,ACTIVE,1000,2.54,111,0,3,1,0,0
02,120250447831790013,ACTIVE,80,2.5300000000000002,44,0,0,0,0,0
02,120251467533420166,ACTIVE,30,2.44,49,1,1,0,0,0
02,120246299721450751,ACTIVE,195,2.42,42,1,1,0,0,0
02,120245038475150436,ACTIVE,100,2.42,92,2,2,0,0,0
02,120246733877000065,ACTIVE,80,2.4000000000000004,54,1,2,0,0,0
02,120249283733020100,ACTIVE,100,2.39,43,1,1,0,0,0
02,120251360834810166,ACTIVE,100,2.37,63,4,4,1,1,24.98
02,120249449604610725,ACTIVE,100,2.37,74,1,1,0,0,0
02,120247944389060751,ACTIVE,100,2.36,37,2,3,0,0,0
02,120249613746370589,ACTIVE,98,2.36,76,2,3,0,0,0
02,120246733901990065,ACTIVE,80,2.35,49,1,1,1,1,67.91
02,120246471244730065,ACTIVE,135,2.33,65,2,1,0,0,0
02,120245343438250686,ACTIVE,80,2.27,31,3,2,1,0,0
02,120247378425210561,ACTIVE,180,2.2600000000000002,76,3,5,0,0,0
02,120247438813810043,ACTIVE,200,2.24,30,2,4,1,0,0
02,120246579308140453,ACTIVE,100,2.2199999999999998,18,1,1,0,0,0
02,120246670033370677,ACTIVE,300,2.2,81,0,1,0,0,0
02,120248385353200168,ACTIVE,100,2.16,58,4,3,0,0,0
02,120246145506950470,ACTIVE,50,2.1399999999999997,85,1,1,0,0,0
02,120246581316290126,ACTIVE,100,2.13,52,1,0,0,0,0
02,120245832907270630,ACTIVE,97,2.12,42,1,1,0,0,0
02,120244006723720129,ACTIVE,120,2.1,55,2,2,0,0,0
02,120243734466660129,ACTIVE,120,2.1,105,3,4,3,1,66.47999999999999
02,120244447104190303,ACTIVE,40,2.06,55,0,0,0,0,0
02,120247568032920509,ACTIVE,100,2.04,81,2,2,0,0,0
02,120249352629920127,ACTIVE,100,2.0399999999999996,27,1,2,0,0,0
02,120249448508060725,ACTIVE,100,2.03,62,0,0,0,0,0
02,120248469524600389,ACTIVE,81,2.0100000000000002,74,2,2,0,0,0
02,120245286173120686,ACTIVE,80,1.97,34,0,0,0,0,0
02,120246375737140674,ACTIVE,100,1.93,38,0,1,0,0,0
02,120247292031280175,ACTIVE,86,1.93,87,1,1,0,0,0
02,120250554304290404,ACTIVE,200,1.91,30,2,2,0,0,0
02,120251292838130427,ACTIVE,100,1.9,71,1,2,0,0,0
02,120247245979210389,ACTIVE,100,1.9,81,6,7,0,0,0
02,120247373463200090,ACTIVE,124,1.88,70,0,6,0,0,0
02,120243818426660705,ACTIVE,80,1.85,40,1,2,0,0,0
02,120244794017770320,ACTIVE,360,1.8499999999999999,63,1,2,1,0,0
02,120247195869560175,ACTIVE,125,1.83,53,1,1,0,0,0
02,120248383861080100,ACTIVE,100,1.8199999999999998,61,3,4,1,0,0
02,120249449512110725,ACTIVE,100,1.8000000000000003,82,2,3,0,0,0
02,120249666267500247,ACTIVE,100,1.79,46,5,3,0,0,0
02,120247504171550090,ACTIVE,60,1.78,18,1,1,0,0,0
02,120246377047690097,ACTIVE,80,1.76,50,0,1,0,0,0
02,120245343345740686,ACTIVE,80,1.73,22,1,1,0,0,0
02,120251769553070054,ACTIVE,110,1.71,55,1,0,0,0,0
02,120254678507630197,ACTIVE,80,1.7,33,0,0,0,0,0
02,120245343640550686,ACTIVE,80,1.7,8,1,2,1,1,123.67000000000002
02,120245832936950630,ACTIVE,79,1.68,21,2,1,1,1,29.979999999999997
02,120247000863970069,ACTIVE,100,1.68,38,1,1,0,0,0
02,120245251316060477,ACTIVE,100,1.6799999999999997,41,0,1,1,1,51.22
02,120248091199340642,ACTIVE,100,1.6600000000000001,38,1,0,0,0,0
02,120251014701600404,ACTIVE,50,1.66,17,0,0,0,0,0
02,120248207466280561,ACTIVE,60,1.6500000000000001,45,2,4,1,1,41.97
02,120245612998430455,ACTIVE,100,1.62,46,2,3,0,0,0
02,120248923191120589,ACTIVE,100,1.61,36,0,0,0,0,0
02,120246733876960065,ACTIVE,80,1.5899999999999999,32,0,0,0,0,0
02,120246733902040065,ACTIVE,80,1.57,35,0,1,0,0,0
02,120250691304310722,ACTIVE,50,1.56,38,1,3,2,1,38.269999999999996
02,120246145189280470,ACTIVE,50,1.56,58,1,1,0,0,0
02,120244302719110146,ACTIVE,100,1.53,70,0,0,0,0,0
02,120245889270610065,ACTIVE,40,1.52,64,0,0,0,0,0
02,120247312196970090,ACTIVE,100,1.52,25,0,3,1,1,86.35
02,120240849899190788,ACTIVE,10,1.52,13,0,0,0,0,0
02,120246818759970303,ACTIVE,40,1.51,40,2,4,1,0,0
02,120245880736570172,ACTIVE,40,1.49,19,0,0,0,0,0
02,120251905954910210,ACTIVE,115,1.48,45,0,0,0,0,0
02,120250558406540368,ACTIVE,86,1.47,56,0,0,0,0,0
02,120247866311490389,ACTIVE,100,1.47,66,3,2,0,0,0
02,120246024108440751,ACTIVE,195,1.47,34,0,1,0,0,0
02,120256546977430586,ACTIVE,100,1.46,68,1,1,0,0,0
02,120250023023480279,ACTIVE,80,1.4300000000000002,38,0,0,0,0,0
02,120248862702290229,ACTIVE,80,1.42,31,0,0,0,0,0
02,120257763329830586,ACTIVE,30,1.4100000000000001,40,1,2,0,0,0
02,120250445767170166,ACTIVE,30,1.3900000000000001,33,1,1,0,0,0
02,120249534302910127,ACTIVE,100,1.39,27,3,3,0,0,0
02,120248703982740229,ACTIVE,108,1.3800000000000001,33,0,0,0,0,0
